Tanggal,Jam,Tanggal Jam,Meninggal,Sembuh,Self Isolation,Masih Perawatan,Total Pasien,Positif Harian,Positif Aktif,Sembuh Harian,Tanpa Gejala,Bergejala,Belum Ada Data
01/03/2020 ,,,0,0,0,0,0,0,0,0,,,
02/03/2020 ,,,0,0,0,0,0,0,0,0,,,
03/03/2020 ,,,1,0,0,2,3,3,2,0,,,
04/03/2020 ,,,1,0,0,2,3,0,2,0,,,
05/03/2020 ,,,3,0,0,4,7,4,4,0,,,
06/03/2020 ,,,3,0,0,4,7,0,4,0,,,
07/03/2020 ,,,3,0,0,4,7,0,4,0,,,
08/03/2020 ,,,3,0,0,4,7,0,4,0,,,
09/03/2020 ,,,3,0,0,31,34,27,31,0,,,
10/03/2020 ,,,3,0,0,31,34,0,31,0,,,
11/03/2020 ,,,3,0,0,33,36,2,33,0,,,
12/03/2020 ,,,5,0,0,57,62,26,57,0,,,
13/03/2020 ,,,7,0,0,65,72,10,65,0,,,
14/03/2020 ,,,9,0,0,70,79,7,70,0,,,
15/03/2020 ,,,11,0,0,84,95,16,84,0,,,
16/03/2020 ,,,12,0,7,78,97,2,85,0,,,
17/03/2020 ,,,12,0,27,83,122,25,110,0,,,
18/03/2020 ,,,15,12,42,91,160,38,133,12,,,
19/03/2020 ,,,19,13,57,121,210,50,178,1,,,
20/03/2020 ,,,20,13,66,125,224,14,191,0,,,
21/03/2020 ,,,23,17,71,157,268,44,228,4,,,
22/03/2020 ,,,29,21,77,177,304,36,254,4,,,
23/03/2020 ,,,29,22,79,225,355,51,304,1,,,
24/03/2020 ,,,34,23,109,260,426,71,369,1,,,
25/03/2020 ,,,43,27,112,290,472,46,402,4,,,
26/03/2020 ,,,49,29,113,324,515,43,437,2,,,
27/03/2020 ,,,57,31,132,346,566,51,478,2,,,
28/03/2020 ,,,62,43,134,364,603,37,498,12,,,
29/03/2020 ,,,67,48,151,435,701,98,586,5,,,
30/03/2020 ,,,78,49,151,449,727,26,600,1,,,
31/03/2020 ,,,84,49,157,451,741,14,608,0,,,
01/04/2020 ,,,90,51,176,499,816,75,675,2,,,
02/04/2020 ,,,95,54,195,565,909,93,760,3,,,
03/04/2020 ,,,98,56,209,627,990,81,836,2,,,
04/04/2020 ,,,99,58,223,691,1071,81,914,2,,,
05/04/2020 ,,,123,64,279,685,1151,80,964,6,,,
06/04/2020 ,,,131,68,317,783,1299,148,1100,4,,,
07/04/2020 ,,,141,69,338,895,1443,144,1233,1,,,
08/04/2020 ,,,144,75,357,976,1552,109,1333,6,,,
09/04/2020 ,,,155,82,405,1077,1719,167,1482,7,,,
10/04/2020 ,,,156,82,433,1139,1810,91,1572,0,,,
11/04/2020 ,,,168,142,441,1152,1903,93,1593,60,,,
12/04/2020 ,,,195,142,468,1277,2082,179,1745,0,,,
13/04/2020 ,,,209,142,521,1370,2242,160,1891,0,,,
14/04/2020 ,,,243,163,558,1385,2349,107,1943,21,,,
15/04/2020 ,,,246,164,613,1424,2447,98,2037,1,,,
16/04/2020 ,,,248,202,619,1601,2670,223,2220,38,,,
17/04/2020 ,,,250,203,643,1727,2823,153,2370,1,,,
18/04/2020 ,,,257,206,670,1769,2902,79,2439,3,,,
19/04/2020 ,,,292,207,695,1839,3033,131,2534,1,,,
20/04/2020 ,,,297,237,752,1826,3112,79,2578,30,,,
21/04/2020 ,,,305,286,753,1935,3279,167,2688,49,,,
22/04/2020 ,,,308,291,815,1985,3399,120,2800,5,,,
23/04/2020 ,,,316,292,888,2010,3506,107,2898,1,,,
24/04/2020 ,,,331,327,959,1988,3605,99,2947,35,,,
25/04/2020 ,,,350,334,1050,1947,3681,76,2997,7,,,
26/04/2020 ,,,357,338,1099,1952,3746,65,3051,4,,,
27/04/2020 ,,,375,338,1169,1950,3832,86,3119,0,,,
28/04/2020 ,,,379,341,1206,2024,3950,118,3230,3,,,
29/04/2020 ,,,381,412,1238,2002,4033,83,3240,71,,,
30/04/2020 ,,,381,412,1272,2073,4138,105,3345,0,,,
01/05/2020 ,,,393,427,1312,2151,4283,145,3463,15,,,
02/05/2020 ,,,400,562,1304,2089,4355,72,3393,135,,,
03/05/2020 ,,,410,622,1323,2062,4417,62,3385,60,,,
04/05/2020 ,,,412,650,1330,2080,4472,55,3410,28,,,
05/05/2020 ,,,414,711,1370,2146,4641,169,3516,61,,,
06/05/2020 ,,,420,713,1381,2195,4709,68,3576,2,,,
07/05/2020 ,,,430,718,1431,2196,4775,66,3627,5,,,
08/05/2020 ,,,431,763,1426,2281,4901,126,3707,45,,,
09/05/2020 ,,,437,767,1442,2312,4958,57,3754,4,,,
10/05/2020 ,,,444,803,1533,2360,5140,182,3893,36,,,
11/05/2020 ,,,453,836,1648,2258,5195,55,3906,33,,,
12/05/2020 ,,,457,1262,1741,1843,5303,108,3584,426,,,
13/05/2020 ,,,461,1277,1866,1833,5437,134,3699,15,,,
14/05/2020 ,,,466,1279,1995,1877,5617,180,3872,2,,,
15/05/2020 ,,,474,1286,2019,1900,5679,62,3919,7,,,
16/05/2020 ,,,475,1292,2120,1908,5795,116,4028,6,,,
17/05/2020 ,,,478,1295,2217,1932,5922,127,4149,3,,,
18/05/2020 ,,,483,1301,2266,1946,5996,74,4212,6,,,
19/05/2020 ,,,487,1417,2213,1936,6053,57,4149,116,,,
20/05/2020 ,,,493,1425,2263,1969,6150,97,4232,8,,,
21/05/2020 ,,,498,1536,2231,1955,6220,70,4186,111,,,
22/05/2020 ,,,501,1558,2282,1975,6316,96,4257,22,,,
23/05/2020 ,,,504,1587,2346,2006,6443,127,4352,29,,,
24/05/2020 ,,,505,1594,2431,2031,6561,118,4462,7,,,
25/05/2020 ,,,506,1648,2430,2044,6628,67,4474,54,,,
26/05/2020 ,,,508,1678,2459,2044,6689,61,4503,30,,,
27/05/2020 ,,,510,1698,2584,2034,6826,137,4618,20,,,
28/05/2020 ,,,514,1719,2641,2055,6929,103,4696,21,,,
29/05/2020 ,,,517,1807,2722,2007,7053,124,4729,88,,,
30/05/2020 ,,,519,2003,2781,1848,7151,98,4629,196,,,
31/05/2020 ,,,520,2102,2827,1823,7272,121,4650,99,,,
01/06/2020 ,,,521,2246,2822,1794,7383,111,4616,144,,,
02/06/2020 ,,,525,2405,2786,1743,7459,76,4529,159,,,
03/06/2020 ,,,529,2534,2777,1699,7539,80,4476,129,,,
04/06/2020 ,,,530,2607,2793,1670,7600,61,4463,73,,,
05/06/2020 ,,,532,2751,2768,1633,7684,84,4401,144,,,
06/06/2020 ,,,535,2840,2776,1635,7786,102,4411,89,,,
07/06/2020 ,,,537,3170,2794,1445,7946,160,4239,330,,,
08/06/2020 ,,,538,3205,2846,1448,8037,91,4294,35,,,
09/06/2020 ,,,547,3369,2918,1442,8276,239,4360,164,,,
10/06/2020 ,,,551,3517,2928,1427,8423,147,4355,148,,,
11/06/2020 ,,,555,3664,2887,1446,8552,129,4333,147,,,
12/06/2020 ,,,561,3780,2863,1424,8628,76,4287,116,,,
13/06/2020 ,,,564,3840,2925,1419,8748,120,4344,60,,,
14/06/2020 ,,,571,4091,2833,1368,8863,115,4201,251,,,
15/06/2020 ,,,580,4198,2800,1390,8968,105,4190,107,,,
16/06/2020 ,,,583,4329,2764,1416,9092,124,4180,131,,,
17/06/2020 ,,,588,4444,2775,1402,9209,117,4177,115,,,
18/06/2020 ,,,594,4592,2822,1377,9385,176,4199,148,,,
19/06/2020 ,,,599,4682,2862,1382,9525,140,4244,90,,,
20/06/2020 ,,,603,4821,2939,1340,9703,178,4279,139,,,
21/06/2020 ,,,615,5054,2874,1287,9830,127,4161,233,,,
22/06/2020 ,,,618,5128,2901,1310,9957,127,4211,74,,,
23/06/2020 ,,,619,5228,2957,1319,10123,166,4276,100,,,
24/06/2020 ,,,628,5322,2978,1349,10277,154,4327,94,,,
25/06/2020 ,,,631,5435,3068,1338,10472,195,4406,113,,,
26/06/2020 ,,,632,5542,3136,1330,10640,168,4466,107,,,
27/06/2020 ,,,632,5610,3256,1355,10853,213,4611,68,,,
28/06/2020 ,,,635,5865,3163,1322,10985,132,4485,255,,,
29/06/2020 ,,,636,6118,3299,1027,11080,95,4326,253,,,
30/06/2020 ,,,641,6512,3172,951,11276,196,4123,394,,,
01/07/2020 ,,,644,6680,3269,889,11482,206,4158,168,,,
02/07/2020 ,,,646,6871,3356,804,11677,195,4160,191,,,
03/07/2020 ,,,648,7109,3331,736,11824,147,4067,238,,,
04/07/2020 ,,,650,7377,3366,646,12039,215,4012,268,,,
05/07/2020 ,,,658,7663,3390,584,12295,256,3974,286,,,
06/07/2020 ,,,658,8033,3340,495,12526,231,3835,370,,,
07/07/2020 ,,,664,8277,3379,405,12725,199,3784,244,,,
08/07/2020 ,,,667,8429,3556,417,13069,344,3973,152,,,
09/07/2020 ,,,677,8647,3584,451,13359,290,4035,218,,,
10/07/2020 ,,,684,8825,3613,476,13598,239,4089,178,,,
11/07/2020 ,,,690,9040,3732,495,13957,359,4227,215,,,
12/07/2020 ,,,702,9200,3905,554,14361,404,4459,160,,,
13/07/2020 ,,,710,9408,3924,597,14639,278,4521,208,,,
14/07/2020 ,,,714,9528,4053,619,14914,275,4672,120,,,
15/07/2020 ,,,720,9721,4041,691,15173,259,4732,193,,,
16/07/2020 ,,,722,9857,4110,777,15466,293,4887,136,,,
17/07/2020 ,,,731,9994,4156,826,15707,241,4982,137,,,
18/07/2020 ,,,740,10117,4289,892,16038,331,5181,123,,,
19/07/2020 ,,,748,10444,4236,923,16351,313,5159,327,8503,5362,2486
20/07/2020 ,,,749,10602,4335,1026,16712,361,5361,158,8356,5760,2596
21/07/2020 ,,,758,10864,4458,1073,17153,441,5531,262,8577,5832,2744
22/07/2020 ,,,766,11187,4383,1193,17529,376,5576,323,8767,5962,2800
23/07/2020 ,,,767,11302,4675,1201,17945,416,5876,115,8770,6283,2892
24/07/2020 ,,,768,11585,4577,1300,18230,285,5877,283,8770,6283,3177
25/07/2020 ,,,769,11715,4729,1410,18623,393,6139,130,8939,6332,3352
26/07/2020 ,,,779,11889,4842,1491,19001,378,6333,174,9120,6460,3421
27/07/2020 ,,,782,11996,4993,1702,19473,472,6695,107,9348,6621,3504
28/07/2020 ,,,795,12373,4869,1848,19885,412,6717,377,9348,6621,3916
29/07/2020 ,,,820,12613,5093,1944,20470,585,7037,240,9620,6960,3890
30/07/2020 ,,,821,12801,5098,2049,20769,299,7147,188,9625,6854,4290
31/07/2020 ,,,836,13208,4974,2183,21201,432,7157,407,9753,6996,4452
01/08/2020 ,,,852,13887,4683,2153,21575,374,6836,679,9718,7110,4747
02/08/2020 ,,,852,14027,4916,2159,21954,379,7075,140,9879,7245,4830
03/08/2020 ,,,867,14165,5084,2327,22443,489,7411,138,10099,7406,4938
04/08/2020 ,,,880,14381,5216,2432,22909,466,7648,216,10079,7560,5270
05/08/2020 ,,,895,14760,5128,2483,23266,357,7611,379,10279,7617,5370
06/08/2020 ,,,908,15006,5397,2552,23863,597,7949,246,10450,7636,5777
07/08/2020 ,,,922,15201,5803,2595,24521,658,8398,195,10570,7836,6115
08/08/2020 ,,,934,15710,6110,2488,25242,721,8598,509,11106,8077,6059
09/08/2020 ,,,939,16268,6091,2416,25714,472,8507,558,14143,8077,3494
10/08/2020 ,,,940,16446,6252,2555,26193,479,8807,178,14400,8381,3412
11/08/2020 ,,,953,16927,6236,2548,26664,471,8784,481,14665,8532,3467
12/08/2020 ,,,968,17349,6208,2717,27242,578,8925,422,14983,8717,3542
13/08/2020 ,,,981,17838,6330,2714,27863,621,9044,489,15324,8916,3623
14/08/2020 ,,,985,18528,6331,2594,28438,575,8925,690,15324,8916,4198
15/08/2020 ,,,991,18974,6457,2614,29036,598,9071,446,16118,8992,3926
16/08/2020 ,,,995,19708,6284,2567,29554,518,8851,734,16250,9457,3847
17/08/2020 ,,,1011,19916,6514,2651,30092,538,9165,208,16551,9630,3911
18/08/2020 ,,,1028,20505,6602,2462,30597,505,9064,589,16820,9680,4097
19/08/2020 ,,,1046,21069,6488,2559,31162,565,9047,564,17099,9972,4091
20/08/2020 ,,,1061,21795,6357,2544,31757,595,8901,726,17300,10102,4355
21/08/2020 ,,,1076,22228,6518,2576,32398,641,9094,433,17500,10102,4796
22/08/2020 ,,,1091,22877,6269,2762,32999,601,9031,649,18100,10409,4490
23/08/2020 ,,,1107,23567,6040,2922,33636,637,8962,690,18399,10633,4604
24/08/2020 ,,,1112,25463,5090,2630,34295,659,7720,1896,18688,10874,4733
25/08/2020 ,,,1129,25986,5130,2686,34931,636,7816,523,18788,10913,5230
26/08/2020 ,,,1144,26750,4978,2770,35642,711,7748,764,19088,11113,5441
27/08/2020 ,,,1147,28288,4499,2528,36462,820,7027,1538,19308,11313,5841
28/08/2020 ,,,1154,29169,4128,2827,37278,816,6955,881,20500,11513,5265
29/08/2020 ,,,1172,29768,4414,2812,38166,888,7226,599,20991,11713,5462
30/08/2020 ,,,1186,30134,4945,3015,39280,1114,7960,366,21491,11827,5962
31/08/2020 ,,,1202,30538,5281,3288,40309,1029,8569,404,20500,12027,7782
01/09/2020 ,,,1219,31267,5423,3341,41250,941,8764,729,20500,12027,8723
02/09/2020 ,,,1237,31741,5757,3568,42303,1053,9325,474,23553,12327,6423
03/09/2020 ,,,1253,32424,6323,3709,43709,1406,10032,683,23953,12827,6929
04/09/2020 ,,,1260,33260,6257,3827,44604,895,10084,836,24507,13027,7070
05/09/2020 ,,,1277,33991,6501,3677,45446,842,10178,731,25000,14409,6037
06/09/2020 ,,,1289,34738,6582,4082,46691,1245,10664,747,25600,13941,7150
07/09/2020 ,,,1318,35431,6706,4341,47796,1105,11047,693,26005,14241,7550
08/09/2020 ,,,1330,36451,6598,4432,48811,1015,11030,1020,26005,14241,8565
09/09/2020 ,,,1347,37245,6691,4554,49837,1026,11245,794,27502,14441,7894
10/09/2020 ,,,1365,38226,6968,4728,51287,1450,11696,981,28502,14841,7944
11/09/2020 ,,,1382,39115,7143,4681,52321,1034,11824,889,28902,18741,4678
12/09/2020 ,,,1404,40183,7490,4684,53761,1440,12174,1068,29253,19041,5467
13/09/2020 ,,,1410,41014,7791,4649,54864,1103,12440,831,29553,19733,5578
14/09/2020 ,,,1440,42325,7530,4631,55926,1062,12161,1311,6885,1947,3329
15/09/2020 ,,,1468,43306,7711,4468,56953,1027,12179,981,7058,1947,3174
16/09/2020 ,,,1498,44251,7907,4802,58458,1505,12709,945,1673,6900,4136
17/09/2020 ,,,1513,45207,8013,4739,59472,1014,12752,956,6128,1749,4875
18/09/2020 ,,,1535,46235,8450,4655,60875,1403,13105,1028,6989,2638,3478
19/09/2020 ,,,1546,47260,8696,4305,61807,932,13001,1025,6296,5873,832
20/09/2020 ,,,1561,49209,8297,3819,62886,1079,12116,1949,6278,5301,537
21/09/2020 ,,,1592,49630,9225,3749,64196,1310,12974,421,6278,5301,1395
22/09/2020 ,,,1624,50473,9380,3841,65318,1122,13221,843,6871,4917,1433
23/09/2020 ,,,1650,51578,9611,3666,66505,1187,13277,1105,6278,5301,1698
24/09/2020 ,,,1664,52742,9714,3518,67638,1133,13232,1164,6555,4277,2400
25/09/2020 ,,,1677,54352,10027,2871,68927,1289,12898,1610,6334,4076,2488
26/09/2020 ,,,1679,55350,10594,2561,70184,1257,13155,998,7220,3550,2385
27/09/2020 ,,,1692,56413,10915,2350,71370,1186,13265,1063,6976,3738,2551
28/09/2020 ,,,1704,57741,10474,2258,72177,807,12732,1328,6678,5701,353
29/09/2020 ,,,1718,58865,10659,2067,73309,1132,12726,1124,7001,3226,2499
30/09/2020 ,,,1731,60320,10353,1964,74368,1059,12317,1455,5962,3124,3231
01/10/2020 ,,,1737,61444,10545,1795,75521,1153,12340,1124,5972,3826,2542
02/10/2020 ,,,1740,62279,10496,2104,76619,1098,12600,835,5932,3726,2942
03/10/2020 ,,,1743,63286,10652,2103,77784,1165,12755,1007,5773,3747,3235
04/10/2020 ,,,1761,64319,11091,2043,79214,1430,13134,1033,6329,3552,3253
05/10/2020 ,,,1772,65295,10912,2057,80036,822,12969,976,6565,3260,3144
06/10/2020 ,,,1806,66315,10787,2135,81043,1007,12922,1020,6714,3228,2980
07/10/2020 ,,,1819,67310,10807,2447,82383,1340,13254,995,6671,3465,3118
08/10/2020 ,,,1838,68352,10717,2485,83392,1009,13202,1042,7041,3280,2881
09/10/2020 ,,,1860,69203,10746,2555,84364,972,13301,851,7008,3362,2931
10/10/2020 ,,,1877,70487,10698,2555,85617,1253,13253,1284,6779,3164,3310
11/10/2020 ,,,1901,71549,10863,2693,87006,1389,13556,1062,6802,4018,2736
12/10/2020 ,,,1922,72633,10814,2805,88174,1168,13619,1084,6867,4160,2592
13/10/2020 ,,,1944,73733,10908,2643,89228,1054,13551,1100,7393,4150,2008
14/10/2020 ,,,1961,74924,10822,2559,90266,1038,13381,1191,7023,4633,1725
15/10/2020 ,,,1984,75974,10636,2743,91337,1071,13379,1050,6900,4804,1675
16/10/2020 ,,,2008,76956,10498,2920,92382,1045,13418,982,6753,5174,1491
17/10/2020 ,,,2032,78062,10591,2671,93356,974,13262,1106,6376,5611,1275
18/10/2020 ,,,2051,79136,10782,2358,94327,971,13140,1074,6505,5891,744
19/10/2020 ,,,2064,80261,10325,2603,95253,926,12928,1125,6185,5755,988
20/10/2020 ,,,2086,81107,10292,2732,96217,964,13024,846,6557,5747,720
21/10/2020 ,,,2105,82178,10273,2661,97217,1000,12934,1071,6577,5568,789
22/10/2020 ,,,2120,83338,9980,2768,98206,989,12748,1160,6530,5475,743
23/10/2020 ,,,2138,84430,9604,2986,99158,952,12590,1092,6366,5428,796
24/10/2020 ,,,2153,85586,9557,2924,100220,1062,12481,1156,5974,5541,966
25/10/2020 ,,,2164,86815,9151,2861,100991,771,12012,1229,6137,5091,784
26/10/2020 ,,,2185,87977,8960,2775,101897,906,11735,1162,6083,4900,752
27/10/2020 ,,,2195,89060,8743,2680,102678,781,11423,1083,5947,4834,642
28/10/2020 ,,,2211,90157,8438,2716,103522,844,11154,1097,5630,4955,569
29/10/2020 ,,,2225,91235,7951,2824,104235,713,10775,1078,5410,4478,887
30/10/2020 ,,,2239,92312,7457,2839,104847,612,10296,1077,5410,4478,408
31/10/2020 ,,,2255,94434,6524,2384,105597,750,8908,2122,4462,4446,0
01/11/2020 ,,,2273,94819,6935,2178,106205,608,9113,385,4106,4142,865
02/11/2020 ,,,2291,95876,7312,1750,107229,1024,9062,1057,3987,4258,817
03/11/2020 ,,,2300,96902,6844,1800,107846,617,8644,1026,3935,4108,601
04/11/2020 ,,,2315,97833,6665,1807,108620,774,8472,931,3627,4456,389
05/11/2020 ,,,2331,98806,6260,2014,109411,791,8274,973,3398,4262,614
06/11/2020 ,,,2348,99830,6050,1855,110083,672,7905,1024,3266,4257,382
07/11/2020 ,,,2359,100816,6159,1867,111201,1118,8026,986,3049,4205,772
08/11/2020 ,,,2366,101791,6338,1532,112027,826,7870,975,2640,3833,1397
09/11/2020 ,,,2377,102844,6050,1472,112743,716,7522,1053,3336,3628,558
10/11/2020 ,,,2391,104144,5724,1497,113756,1013,7221,1300,3213,3580,428
11/11/2020 ,,,2403,105117,5161,1662,114343,587,6823,973,2915,3518,390
12/11/2020 ,,,2414,106189,4878,1693,115174,831,6571,1072,2884,3204,483
13/11/2020 ,,,2428,107147,5028,1604,116207,1033,6632,958,2821,3193,618
14/11/2020 ,,,2441,108209,4710,2102,117462,1255,6812,1062,2714,3197,901
15/11/2020 ,,,2448,109181,4952,2046,118627,1165,6998,972,2556,3659,783
16/11/2020 ,,,2455,110221,4420,2537,119633,1006,6957,1040,2540,3784,633
17/11/2020 ,,,2459,111096,4355,2761,120671,1038,7116,875,2652,3732,732
18/11/2020 ,,,2470,111948,4619,2781,121818,1147,7400,852,2325,3757,1318
19/11/2020 ,,,2484,112833,4633,3053,123003,1185,7686,885,2788,4099,799
20/11/2020 ,,,2501,113739,4616,3387,124243,1240,8003,906,3024,4198,781
21/11/2020 ,,,2515,114863,5323,3121,125822,1579,8444,1124,3160,4255,1029
22/11/2020 ,,,2531,115939,5529,3165,127164,1342,8694,1076,3322,4550,822
23/11/2020 ,,,2548,117003,5592,3030,128173,1009,8622,1064,2816,4185,1621
24/11/2020 ,,,2567,118062,5518,3041,129188,1015,8559,1059,3438,4556,565
25/11/2020 ,,,2584,119099,6000,2778,130461,1273,8778,1037,3527,4520,731
26/11/2020 ,,,2597,120287,5876,2765,131525,1064,8641,1188,3710,4292,639
27/11/2020 ,,,2614,121082,6653,2612,132961,1436,9265,795,3711,4647,907
28/11/2020 ,,,2632,122328,6921,2450,134331,1370,9371,1246,3938,4524,909
29/11/2020 ,,,2652,123163,7608,2339,135762,1431,9947,835,3536,4544,1867
30/11/2020 ,,,2671,124078,7823,2289,136861,1099,10112,915,4307,5027,778
01/12/2020 ,,,2689,125102,7937,2191,137919,1058,10128,1024,2655,5973,1500
02/12/2020 ,,,2710,126163,8202,2010,139085,1166,10212,1061,1067,8586,559
03/12/2020 ,,,2734,127136,8155,2213,140238,1153,10368,973,1542,8082,744
04/12/2020 ,,,2757,128051,8073,2389,141270,1032,10462,915,2094,7764,604
05/12/2020 ,,,2779,129067,8623,2161,142630,1360,10784,1016,2622,7195,967
06/12/2020 ,,,2799,130136,8819,2207,143961,1331,11026,1069,2622,6359,2045
07/12/2020 ,,,2823,131071,9473,2060,145427,1466,11533,935,4058,6696,779
08/12/2020 ,,,2842,132248,9650,1861,146601,1174,11511,1177,4550,6276,685
09/12/2020 ,,,2860,133318,9703,1957,147838,1237,11660,1070,5308,6015,337
10/12/2020 ,,,2880,134366,9391,2381,149018,1180,11772,1048,4801,5773,1198
11/12/2020 ,,,2902,135545,9078,2725,150250,1232,11803,1179,5016,5939,848
12/12/2020 ,,,2922,136489,8822,2968,151201,951,11790,944,5189,5782,819
13/12/2020 ,,,2941,137605,8679,3274,152499,1298,11953,1116,4585,5653,1715
14/12/2020 ,,,2963,138988,8994,3120,154065,1566,12114,1383,3776,5697,2641
15/12/2020 ,,,2990,140225,8643,3264,155122,1057,11907,1237,5008,6217,682
16/12/2020 ,,,3010,141365,8263,3705,156343,1221,11968,1140,5054,6224,690
17/12/2020 ,,,3027,142741,7851,4414,158033,1690,12265,1376,5082,5985,1198
18/12/2020 ,,,3048,143959,7673,4940,159620,1587,12613,1218,4568,5792,2253
19/12/2020 ,,,3068,145066,8112,5273,161519,1899,13385,1107,5825,6099,1461
20/12/2020 ,,,3087,146958,8057,5009,163111,1592,13066,1892,6216,5831,1019
21/12/2020 ,,,3097,148308,8366,4806,164577,1466,13172,1350,6200,6046,926
