Tanggal,Jam,Tanggal Jam,Meninggal,Sembuh,Self Isolation,Masih Perawatan,Total Pasien,Positif Harian,Positif Aktif,Sembuh Harian,Tanpa Gejala,Bergejala,Belum Ada Data
22/12/2020 ,,,3115,149691,8620,4462,165888,1311,13082,1383,6119,6078,885
23/12/2020 ,,,3130,151122,8643,4947,167842,1954,13590,1431,6110,6391,1089
24/12/2020 ,,,3146,152491,8833,5305,169775,1933,14138,1369,6596,7011,531
25/12/2020 ,,,3167,154242,8720,5742,171871,2096,14462,1751,6206,6903,1353
26/12/2020 ,,,3182,156798,9439,4510,173929,2058,13949,2556,5885,6691,1373
27/12/2020 ,,,3204,158615,9655,4452,175926,1997,14107,1817,4651,6495,2961
28/12/2020 ,,,3226,159878,9919,4581,177604,1678,14500,1263,4046,6567,3887
29/12/2020 ,,,3246,161337,10018,5059,179660,2056,15077,1459,6545,7026,1506
30/12/2020 ,,,3266,162911,9882,5654,181713,2053,15536,1574,7010,7122,1404
31/12/2020 ,,,3287,164881,9746,5821,183735,2022,15567,1970,6069,6831,2667
01/01/2021 ,,,3308,166512,10082,5789,185691,1956,15871,1631,7785,6572,1514
02/01/2021 ,,,3334,168781,10872,4599,187586,1895,15471,2269,8034,6168,1269
03/01/2021 ,,,3345,170510,10978,4410,189243,1657,15388,1729,8035,6104,1249
04/01/2021 ,,,3369,173036,10371,4299,191075,1832,14670,2526,7364,6234,1072
05/01/2021 ,,,3392,174131,10897,4479,192899,1824,15376,1095,6820,6139,2417
06/01/2021 ,,,3410,175441,12196,4254,195301,2402,16450,1310,8688,7762,0
07/01/2021 ,,,3435,176882,12781,4601,197699,2398,17382,1441,7848,8006,1528
08/01/2021 ,,,3463,179562,13397,4236,200658,2959,17633,2680,7272,8628,1733
09/01/2021 ,,,3485,181613,13076,5237,203411,2753,18313,2051,6781,9628,1904
10/01/2021 ,,,3517,184576,13166,4863,206122,2711,18029,2963,6284,9914,1831
11/01/2021 ,,,3551,187086,13541,4405,208583,2461,17946,2510,5180,9246,3520
12/01/2021 ,,,3589,188675,14591,4397,211252,2669,18988,1589,6861,10618,1509
13/01/2021 ,,,3634,191635,15009,4450,214728,3476,19459,2960,6757,10186,2516
14/01/2021 ,,,3675,193719,15852,4647,217893,3165,20499,2084,5878,10055,4566
15/01/2021 ,,,3710,195924,15553,5247,220434,2541,20800,2205,5182,9366,6252
16/01/2021 ,,,3745,198136,17524,4565,223970,3536,22089,2212,6820,13159,2110
17/01/2021 ,,,3779,201907,16741,4938,227365,3395,21679,3771,7281,12302,2096
18/01/2021 ,,,3815,204711,16419,4781,229726,2361,21200,2804,7379,12474,1347
19/01/2021 ,,,3836,209238,14604,4611,232289,2563,19215,4527,7929,11280,6
20/01/2021 ,,,3868,210983,16389,4835,236075,3786,21224,1745,7496,12015,1713
21/01/2021 ,,,3900,213570,16966,4790,239226,3151,21756,2587,8865,10856,2035
22/01/2021 ,,,3940,215719,17752,5607,243018,3792,23359,2149,9171,11421,2767
23/01/2021 ,,,3980,219287,18657,4379,246303,3285,23036,3568,7706,10272,5058
24/01/2021 ,,,4024,221567,19554,4670,249815,3512,24224,2280,8723,13240,2261
25/01/2021 ,,,4063,224071,19869,4263,252266,2451,24132,2504,8589,14100,1443
26/01/2021 ,,,4108,227010,19432,4030,254580,2314,23462,2939,8165,13551,1746
27/01/2021 ,,,4134,229981,18528,3773,256416,1836,22301,2971,7212,13819,1270
28/01/2021 ,,,4185,232701,18473,3946,259305,2889,22419,2720,6806,13859,1754
29/01/2021 ,,,4224,235140,19381,4008,262753,3448,23389,2439,6741,14531,2117
30/01/2021 ,,,4254,238395,20539,3056,266244,3491,23595,3255,7498,13874,2223
31/01/2021 ,,,4267,242069,19272,4110,269718,3474,23382,3674,8724,12104,2554
01/02/2021 ,,,4337,244202,19824,4969,273332,3614,24793,2133,8474,11274,5045
02/02/2021 ,,,4379,248515,18925,4875,276694,3362,23800,4313,6725,10372,6703
03/02/2021 ,,,4420,249810,21863,4168,280261,3567,26031,1295,9409,14435,2187
04/02/2021 ,,,4461,254155,20419,4858,283893,3632,25277,4345,7759,12670,4848
05/02/2021 ,,,4502,256702,21191,4838,287233,3340,26029,2547,9050,15663,1316
06/02/2021 ,,,4541,261027,19325,4719,289612,2379,24044,4325,7093,15579,1372
07/02/2021 ,,,4587,265369,17958,5911,293825,4213,23869,4342,5882,15947,2040
08/02/2021 ,,,4631,268785,17766,5787,296969,3144,23553,3416,4966,14527,4060
09/02/2021 ,,,4681,271573,18174,5978,300406,3437,24152,2788,4266,13500,6386
10/02/2021 ,,,4725,274817,16676,7497,303715,3309,24173,3244,3260,12165,8748
11/02/2021 ,,,4748,278822,14119,8540,306229,2514,22659,4005,2149,11293,9217
12/02/2021 ,,,4798,284579,10774,9888,310039,3810,20662,5757,683,8683,11296
13/02/2021 ,,,4850,289189,9644,9374,313057,3018,19018,4610,672,7586,10760
14/02/2021 ,,,4895,293538,9017,8103,315553,2496,17120,4349,1587,7605,7928
15/02/2021 ,,,4940,295623,8881,7988,317432,1879,16869,2085,3876,11955,1038
16/02/2021 ,,,4987,297695,9042,7569,319293,1861,16611,2072,3419,10799,2393
17/02/2021 ,,,5026,299795,8467,7450,320738,1445,15917,2100,2770,9442,3705
18/02/2021 ,,,5044,302451,7067,6549,321111,373,13616,2656,3272,10070,274
19/02/2021 ,,,5081,304995,7323,5632,323031,1920,12955,2544,2840,8527,1588
20/02/2021 ,,,5121,307759,7165,5858,325903,2872,13023,2764,2589,8729,1705
21/02/2021 ,,,5172,310412,7137,5902,328623,2720,13039,2653,1673,7851,3515
22/02/2021 ,,,5206,312748,7528,5612,331094,2471,13140,2336,1156,6465,5519
23/02/2021 ,,,5248,314563,7126,4939,331876,782,12065,1815,605,5070,6390
24/02/2021 ,,,5301,317003,6008,4346,332658,782,10354,2440,75,3217,7062
25/02/2021 ,,,5346,319326,5499,4068,334239,1581,9567,2323,2476,4621,2470
26/02/2021 ,,,5385,321038,5560,3917,335900,1661,9477,1712,1684,3764,4029
27/02/2021 ,,,5439,322285,5885,4028,337637,1737,9913,1247,825,3628,5460
28/02/2021 ,,,5478,323892,5940,4425,339735,2098,10365,1607,161,3263,6941
01/03/2021 ,,,5528,326509,5891,3865,341793,2058,9756,2617,2380,6023,1353
02/03/2021 ,,,5568,328526,5072,3205,342371,578,8277,2017,1581,4543,2153
03/03/2021 ,,,5613,331016,3742,3437,343808,1437,7179,2490,671,3358,3150
04/03/2021 ,,,5657,332758,3940,3461,345816,2008,7401,1742,650,2614,4137
05/03/2021 ,,,5702,334100,4026,3147,346975,1159,7173,1342,376,2138,4659
06/03/2021 ,,,5748,335617,4228,2998,348591,1616,7226,1517,384,2191,4651
07/03/2021 ,,,5790,337426,4194,3015,350425,1834,7209,1809,1409,3661,2139
08/03/2021 ,,,5838,338931,4494,2945,352208,1783,7439,1505,2448,4991,0
09/03/2021 ,,,5883,340587,3856,2749,353075,867,6605,1656,1892,4186,527
10/03/2021 ,,,5923,341398,3691,3103,354115,1040,6794,811,1573,3787,1434
11/03/2021 ,,,5943,342306,4253,3367,355869,1754,7620,908,1577,4749,1294
12/03/2021 ,,,5969,343351,4670,3752,357742,1873,8422,1045,1186,4729,2507
13/03/2021 ,,,5991,345202,4226,3357,358776,1034,7583,1851,1670,5243,670
14/03/2021 ,,,6026,347210,3443,3301,359980,1204,6744,2008,1195,4071,1478
15/03/2021 ,,,6038,349002,3485,3010,361535,1555,6495,1792,1272,4142,1081
16/03/2021 ,,,6062,350561,2996,2751,362370,835,5747,1559,832,3301,1614
17/03/2021 ,,,6077,351680,2907,3036,363700,1330,5943,1119,573,2972,2398
18/03/2021 ,,,6100,352827,3273,3219,365419,1719,6492,1147,246,2705,3541
19/03/2021 ,,,6120,354036,3483,3368,367007,1588,6851,1209,1150,4749,952
20/03/2021 ,,,6143,355221,3894,3686,368944,1937,7580,1185,831,4635,2114
21/03/2021 ,,,6160,357100,3859,3463,370582,1638,7322,1879,551,3608,3163
22/03/2021 ,,,6179,358826,3775,3276,372056,1474,7051,1726,1404,4804,843
23/03/2021 ,,,6206,360479,3107,3079,372871,815,6186,1653,934,3766,1486
24/03/2021 ,,,6224,362248,2650,2639,373761,890,5289,1769,595,2663,2031
25/03/2021 ,,,6241,362975,3222,3049,375487,1726,6271,727,536,2664,3071
26/03/2021 ,,,6260,363599,3629,3380,376868,1381,7009,624,1476,4650,883
27/03/2021 ,,,6281,364251,3932,3758,378222,1354,7690,652,1269,4639,1782
28/03/2021 ,,,6304,365592,3966,3830,379692,1470,7796,1341,906,4259,2631
29/03/2021 ,,,6324,366615,4034,3733,380706,1014,7767,1023,1697,5326,744
30/03/2021 ,,,6327,367819,3419,3525,381090,384,6944,1204,1250,4576,1118
31/03/2021 ,,,6341,369007,3028,3679,382055,965,6707,1188,1005,3961,1741
01/04/2021 ,,,6344,369929,3447,3672,383392,1337,7119,922,705,4175,2239
02/04/2021 ,,,6351,371254,3433,3594,384632,1240,7027,1325,1069,5153,805
03/04/2021 ,,,6356,372494,3317,3563,385730,1098,6880,1240,727,4644,1509
04/04/2021 ,,,6360,373565,3149,3392,386466,736,6541,1071,443,4112,1986
05/04/2021 ,,,6372,374542,2771,3304,386989,523,6075,977,310,3452,2313
06/04/2021 ,,,6379,375080,2705,3312,387476,487,6017,538,177,3184,2656
07/04/2021 ,,,6391,375651,2814,3482,388338,862,6296,571,868,4884,544
08/04/2021 ,,,6410,376270,3244,3653,389577,1239,6897,619,882,4700,1315
09/04/2021 ,,,6424,376959,3506,3701,390590,1013,7207,689,2071,4551,585
10/04/2021 ,,,6435,377797,3716,3619,391567,977,7335,838,1890,4165,1280
11/04/2021 ,,,6450,379210,3617,3321,392598,1031,6938,1413,939,4107,1892
12/04/2021 ,,,6459,380560,3324,2947,393290,692,6271,1350,1973,3777,521
13/04/2021 ,,,6482,381449,3326,2861,394118,828,6187,889,1902,3467,818
14/04/2021 ,,,6489,382091,3338,2861,394779,661,6199,642,1780,3178,1241
15/04/2021 ,,,6504,382617,3921,3067,396109,1330,6988,526,5357,745,886
16/04/2021 ,,,6513,383655,3607,3313,397088,979,6920,1038,1042,4370,1508
17/04/2021 ,,,6520,384652,3512,3441,398125,1037,6953,997,3509,1306,2138
18/04/2021 ,,,6536,385615,3313,3611,399075,950,6924,963,305,1481,5138
19/04/2021 ,,,6558,386606,3218,3666,400048,973,6884,991,2401,3843,640
20/04/2021 ,,,6569,387507,2945,3487,400508,460,6432,901,1593,3908,931
21/04/2021 ,,,6587,388083,2954,3486,401110,602,6440,576,1179,3865,1396
22/04/2021 ,,,6596,388735,3497,3548,402376,1266,7045,652,1136,5043,866
23/04/2021 ,,,6612,389445,3584,3619,403260,884,7203,710,872,4778,1553
24/04/2021 ,,,6623,390334,3563,3647,404167,907,7210,889,697,4296,2217
25/04/2021 ,,,6645,391301,3399,3718,405063,896,7117,967,1329,5213,575
26/04/2021 ,,,6660,392595,3152,3405,405812,749,6557,1294,1112,4478,967
27/04/2021 ,,,6679,393205,2999,3322,406205,393,6321,610,1327,4760,234
28/04/2021 ,,,6690,393814,2950,3390,406844,639,6340,609,1208,4391,741
29/04/2021 ,,,6710,394403,3308,3410,407831,987,6718,589,1012,4320,1386
30/04/2021 ,,,6733,394939,3421,3527,408620,789,6948,536,1209,5210,529
01/05/2021 ,,,6747,395644,3533,3622,409546,926,7155,705,1039,4940,1176
02/05/2021 ,,,6767,396594,3450,3589,410400,854,7039,950,842,4574,1623
03/05/2021 ,,,6788,397349,3483,3537,411157,757,7020,755,1349,5473,198
04/05/2021 ,,,6807,397955,3247,3564,411573,416,6811,606,1182,5158,471
05/05/2021 ,,,6830,398610,3240,3738,412418,845,6978,655,1102,4909,967
06/05/2021 ,,,6850,399224,3406,3843,413323,905,7249,614,1172,5489,588
07/05/2021 ,,,6872,399821,3485,3928,414106,783,7413,597,1131,5192,1090
08/05/2021 ,,,6896,400403,3569,3970,414838,732,7539,582,947,5022,1570
09/05/2021 ,,,6911,401114,3648,3974,415647,809,7622,711,836,4763,2023
10/05/2021 ,,,6933,401744,3723,3941,416341,694,7664,630,1482,5810,372
11/05/2021 ,,,6952,402374,3490,3931,416747,406,7421,630,1340,5531,550
12/05/2021 ,,,6973,403039,3402,3989,417403,656,7391,665,1176,5298,917
13/05/2021 ,,,6973,403630,3630,3955,418188,785,7585,591,1087,5013,1485
14/05/2021 ,,,7003,404187,3502,4128,418820,632,7630,557,1294,5929,407
15/05/2021 ,,,7066,404715,3288,3978,419047,227,7266,528,6055,637,574
16/05/2021 ,,,7082,404980,3189,3957,419208,161,7146,265,1145,5333,668
17/05/2021 ,,,7107,405229,3158,4135,419629,421,7293,249,1235,5834,224
18/05/2021 ,,,7130,405357,3248,4185,419920,291,7433,128,1219,5793,421
19/05/2021 ,,,7149,405535,3366,4409,420459,539,7775,178,1195,5818,762
20/05/2021 ,,,7169,405714,3797,4674,421354,895,8471,179,1312,6599,560
21/05/2021 ,,,7184,405918,4142,4966,422210,856,9108,204,1306,6655,1147
22/05/2021 ,,,7196,406300,4386,5260,423142,932,9646,382,1556,7514,576
23/05/2021 ,,,7207,406669,4744,5389,424009,867,10133,369,1479,7469,1185
24/05/2021 ,,,7225,406987,5079,5537,424828,819,10616,318,1837,8217,562
25/05/2021 ,,,7239,407493,5017,5463,425212,384,10480,506,1737,7878,865
26/05/2021 ,,,7250,408019,4993,5567,425829,617,10560,526,1619,7619,1322
27/05/2021 ,,,7271,408585,5280,5633,426769,940,10913,566,1937,8364,612
28/05/2021 ,,,7288,409497,5161,5516,427462,693,10677,912,1658,7859,1160
29/05/2021 ,,,7296,410508,5004,5461,428269,807,10465,1011,1557,7184,1724
30/05/2021 ,,,7309,411495,5100,5429,429333,1064,10529,987,1375,6661,2493
31/05/2021 ,,,7327,412074,5241,5417,430059,726,10658,579,2117,8023,518
01/06/2021 ,,,7349,412593,5214,5422,430578,519,10636,519,1996,7706,934
02/06/2021 ,,,7361,413179,5178,5461,431179,601,10639,586,1951,7330,1358
03/06/2021 ,,,7381,413680,5402,5430,431893,714,10832,501,1811,7116,1905
04/06/2021 ,,,7402,414496,5414,5487,432799,906,10901,816,2618,7650,633
05/06/2021 ,,,7423,415317,5756,5620,434116,1317,11376,821,2404,7279,1693
06/06/2021 ,,,7438,416181,5966,5550,435135,1019,11516,864,1901,7135,2480
07/06/2021 ,,,7457,416994,6261,5620,436332,1197,11881,813,2412,8576,893
08/06/2021 ,,,7478,417997,6057,5555,437087,755,11612,1003,2186,7949,1477
09/06/2021 ,,,7499,419109,6120,5730,438458,1371,11850,1112,1992,7270,2588
10/06/2021 ,,,7523,420211,6991,5829,440554,2096,12820,1102,1789,6881,4150
11/06/2021 ,,,7543,421396,7750,6158,442847,2293,13908,1185,1456,6442,6010
12/06/2021 ,,,7557,422121,8855,6769,445302,2455,15624,725,1289,6395,7940
13/06/2021 ,,,7571,423056,10034,7410,448071,2769,17444,935,1117,6352,9975
14/06/2021 ,,,7609,424088,11240,7856,450793,2722,19096,1032,4032,13945,1119
15/06/2021 ,,,7634,425417,11102,8142,452295,1502,19244,1329,3746,13108,2390
16/06/2021 ,,,7665,426695,11555,8756,454671,2376,20311,1278,3458,12419,4434
17/06/2021 ,,,7713,428764,13054,9284,458815,4144,22338,2069,2882,11788,7668
18/06/2021 ,,,7777,431264,14951,9560,463552,4737,24511,2500,2531,10655,11325
19/06/2021 ,,,7836,433499,16787,10325,468447,4895,27112,2235,1840,9740,15532
20/06/2021 ,,,7905,435982,19105,11037,474029,5582,30142,2483,1325,8734,20083
21/06/2021 ,,,7976,439007,20717,11343,479043,5014,32060,3025,8039,19670,4351
22/06/2021 ,,,8014,442059,21167,11024,482264,3221,32191,3052,6351,16241,9599
23/06/2021 ,,,8057,443195,22868,12837,486957,4693,35705,1136,6163,15906,13636
24/06/2021 ,,,8107,445718,26403,14234,494462,7505,40637,2523,5567,15624,19446
25/06/2021 ,,,8177,448288,29325,15606,501396,6934,44931,2570,5170,14668,25093
26/06/2021 ,,,8220,451013,33829,17605,510667,9271,51434,2725,4381,14547,32506
27/06/2021 ,,,8269,454497,38464,18831,520061,9394,57295,3484,3484,13789,40022
28/06/2021 ,,,8348,457935,42252,19874,528409,8348,62126,3438,17144,29461,15521
29/06/2021 ,,,8426,461439,45504,20419,535788,7379,65923,3504,15706,28925,21292
30/06/2021 ,,,8486,464943,47829,22210,543468,7680,70039,3504,14940,27514,27585
01/07/2021 ,,,8528,468461,49836,24184,551009,7541,74020,3518,13902,26151,33967
02/07/2021 ,,,8547,473467,53014,25380,560408,9399,78394,5006,12103,25076,41215
03/07/2021 ,,,8577,479150,54941,27442,570110,9702,82383,5683,11310,21941,49132
04/07/2021 ,,,8652,484949,59307,27687,580595,10485,86994,5799,8799,20101,58094
05/07/2021 ,,,8779,491556,62873,28290,591498,10903,91163,6607,7598,20096,63469
06/07/2021 ,,,8861,497492,65448,29136,600937,9439,94584,5936,18451,60476,15657
07/07/2021 ,,,9042,501199,69644,30418,610303,9366,100062,3707,18376,57521,24165
08/07/2021 ,,,9110,512085,72361,29721,623277,12974,102082,10886,14748,50824,36510
09/07/2021 ,,,9306,526941,73239,26903,636389,13112,100142,14856,10095,40727,49320
10/07/2021 ,,,9357,543867,71812,24273,649309,12920,96085,16926,7999,26379,61707
11/07/2021 ,,,9395,564437,68251,20359,662442,13133,88610,20570,4769,12893,70948
12/07/2021 ,,,9462,584912,66581,16106,677061,14619,82687,20475,17649,25597,39441
13/07/2021 ,,,9541,589486,71848,18368,689243,12182,90216,4574,16957,22339,50920
14/07/2021 ,,,9603,592556,78571,21180,701910,12667,99751,3070,32752,54463,12536
15/07/2021 ,,,9743,595582,86298,22978,714601,12691,109276,3026,31922,52360,24994
16/07/2021 ,,,9845,604033,88295,24843,727016,12415,113138,8451,28216,48144,36778
17/07/2021 ,,,9902,615640,87929,23713,737184,10168,111642,11607,23349,41735,46558
18/07/2021 ,,,10103,627481,86457,22271,746312,9128,108728,11841,20890,33459,54379
19/07/2021 ,,,10345,640171,81275,19521,751312,5000,100796,12690,35311,51962,13523
20/07/2021 ,,,10610,652242,75776,18897,757525,6213,94673,12071,30983,44129,19561
21/07/2021 ,,,10692,662800,72115,17822,763429,5904,89937,10558,27122,38320,24495
22/07/2021 ,,,10865,673424,68974,17224,770487,7058,86198,10624,22418,32730,31050
23/07/2021 ,,,11021,687864,62789,16846,778520,8033,79635,14440,18931,24456,36248
24/07/2021 ,,,11181,702477,56946,16276,786880,8360,73222,14613,16072,13489,43661
25/07/2021 ,,,11333,716838,48934,15168,792273,5393,64102,14361,18044,32952,13106
26/07/2021 ,,,11436,731504,38271,13724,794935,2662,51995,14666,10463,28033,13499
27/07/2021 ,,,11606,746087,26961,13848,798502,3567,40809,14583,8911,21290,10608
28/07/2021 ,,,11688,757122,22332,12885,804027,5525,35217,11035,5114,14320,15783
29/07/2021 ,,,11844,768562,16676,10790,807872,3845,27466,11440,1630,7060,18776
30/07/2021 ,,,11952,779720,11264,8390,811326,3454,19654,11158,2798,11212,5644
31/07/2021 ,,,12135,784668,10134,7716,814653,3327,17850,4948,1784,7157,8909
01/08/2021 ,,,12209,789261,9399,6485,817354,2701,15884,4593,115,4275,11494
02/08/2021 ,,,12363,791422,9202,5777,818764,1410,14979,2161,27,2468,12484
03/08/2021 ,,,12433,793928,8705,5299,820365,1601,14004,2506,27,1389,12588
04/08/2021 ,,,12514,796381,9535,4916,823346,2981,14451,2453,27,308,14116
05/08/2021 ,,,12629,799151,9458,4419,825657,2311,13877,2770,0,0,13877
06/08/2021 ,,,12682,802373,8813,3974,827842,2185,12787,3222,0,0,12787
07/08/2021 ,,,12750,806924,6957,3219,829850,2008,10176,4551,0,0,10176
08/08/2021 ,,,12770,808087,7567,3075,831499,1649,10642,1163,0,0,10642
09/08/2021 ,,,12783,809087,7430,2926,832226,727,10356,1000,0,0,10356
10/08/2021 ,,,12824,810308,7495,3024,833651,1425,10519,1221,0,0,10519
11/08/2021 ,,,12866,811642,7873,3228,835609,1958,11101,1334,0,0,11101
12/08/2021 ,,,12908,813898,7008,2873,836687,1078,9881,2256,0,0,9881
13/08/2021 ,,,12976,815468,6724,2729,837897,1210,9453,1570,0,0,9453
14/08/2021 ,,,13005,816687,6748,2820,839260,1363,9568,1219,0,0,9568
15/08/2021 ,,,13022,817764,6755,2901,840442,1182,9656,1077,0,0,9656
16/08/2021 ,,,13050,818700,6290,2915,840955,513,9205,936,0,0,9205
17/08/2021 ,,,13074,819620,5955,2961,841610,655,8916,920,0,0,8916
18/08/2021 ,,,13087,820517,6006,3029,842639,1029,9035,897,0,0,9035
19/08/2021 ,,,13121,821451,5794,3004,843370,731,8798,934,0,0,8798
20/08/2021 ,,,13132,822399,5721,3087,844339,969,8808,948,0,0,8808
21/08/2021 ,,,13152,823314,5565,3199,845230,891,8764,915,0,0,8764
22/08/2021 ,,,13173,824227,5584,2947,845931,701,8531,913,0,0,8531
23/08/2021 ,,,13193,824958,5477,2788,846416,485,8265,731,0,0,8265
24/08/2021 ,,,13203,825573,5277,2847,846900,484,8124,615,0,0,8124
25/08/2021 ,,,13214,826302,5442,2731,847689,789,8173,729,0,0,8173
26/08/2021 ,,,13216,827333,5110,2604,848263,574,7714,1031,0,0,7714
